Sep 27 2020	26.20					
Sep 26 2020	26.22					
Sep 25 2020	24.66					
Sep 24 2020	24.61					
Sep 23 2020	22.86					
Sep 22 2020	24.10					
Sep 21 2020	23.27					
Sep 20 2020	26.39					
Sep 19 2020	27.25					
Sep 18 2020	27.40					
Sep 17 2020	26.99					
Sep 16 2020	27.96					
Sep 15 2020	27.20					
Sep 14 2020	31.18					
Sep 13 2020	31.06					
Sep 12 2020	28.53					
Sep 11 2020	25.45					
Sep 10 2020	24.56					
Sep 09 2020	24.53					
Sep 08 2020	23.19					
Sep 07 2020	22.39					
Sep 06 2020	23.19					
Sep 05 2020	19.48					
Sep 04 2020	21.06					
Sep 03 2020	20.62					
Sep 02 2020	24.69					
Sep 01 2020	24.82					
Aug 31 2020	23.19					
Aug 30 2020	23.64					
Aug 29 2020	23.01					
Aug 28 2020	23.13					
Aug 27 2020	23.08					
Aug 26 2020	22.28					
Aug 25 2020	21.48					
Aug 24 2020	22.61					
Aug 23 2020	21.87					
Aug 22 2020	22.24					
Aug 21 2020	22.13					
Aug 20 2020	23.09					
Aug 19 2020	22.31					
Aug 18 2020	23.07					
Aug 17 2020	23.51					
Aug 16 2020	23.50					
Aug 15 2020	23.02					
Aug 14 2020	23.07					
Aug 13 2020	22.08					
Aug 12 2020	21.75					
Aug 11 2020	21.26					
Aug 10 2020	22.61					
Aug 09 2020	22.48					
Aug 08 2020	22.88					
Aug 07 2020	22.31					
Aug 06 2020	22.71					
Aug 05 2020	23.34					
Aug 04 2020	22.28					
Aug 03 2020	22.06					
Aug 02 2020	20.94					
Aug 01 2020	21.53					
Jul 31 2020	20.67					
Jul 30 2020	20.01					
Jul 29 2020	19.90					
Jul 28 2020	20.17					
Jul 27 2020	19.62					
Jul 26 2020	19.52					
Jul 25 2020	19.78					
Jul 24 2020	19.15					
Jul 23 2020	18.67					
Jul 22 2020	18.09					
Jul 21 2020	17.72					
Jul 20 2020	17.48					
Jul 19 2020	17.96					
Jul 18 2020	17.13					
Jul 17 2020	17.08					
Jul 16 2020	17.14					
Jul 15 2020	17.59					
Jul 14 2020	18.08					
Jul 13 2020	18.41					
Jul 12 2020	18.24					
Jul 11 2020	17.62					
Jul 10 2020	17.26					
Jul 09 2020	16.88					
Jul 08 2020	17.23					
Jul 07 2020	16.77					
Jul 06 2020	16.30					
Jul 05 2020	15.48					
Jul 04 2020	15.55					
Jul 03 2020	15.29					
Jul 02 2020	15.54					
Jul 01 2020	15.83					
Jun 30 2020	15.41					
Jun 29 2020	15.51					
Jun 28 2020	15.42					
Jun 27 2020	15.19					
Jun 26 2020	15.75					
Jun 25 2020	15.92					
Jun 24 2020	16.03					
Jun 23 2020	16.42					
Jun 22 2020	16.48					
Jun 21 2020	16.00					
Jun 20 2020	16.05					
Jun 19 2020	15.91					
Jun 18 2020	16.21					
Jun 17 2020	16.40					
Jun 16 2020	16.42					
Jun 15 2020	16.38					
Jun 14 2020	16.66					
Jun 13 2020	16.82					
Jun 12 2020	16.67					
Jun 11 2020	16.31					
Jun 10 2020	17.41					
Jun 09 2020	17.44					
Jun 08 2020	17.39					
Jun 07 2020	17.45					
Jun 06 2020	17.54					
Jun 05 2020	17.69					
Jun 04 2020	17.57					
Jun 03 2020	17.55					
Jun 02 2020	17.24					
Jun 01 2020	17.91					
						
